Age,Budget,Interet,Duree,Climat,Destination
23,500,Ile,13,Tempéré,Zanzibar
37,2153,Plage,7,Tempéré,Rio de Janeiro
23,767,Aventure,6,Tempéré,Rome
54,5804,Aventure,9,Chaud,Le Cap
26,916,Ile,5,Tempéré,Santorin
31,856,Culture,5,Chaud,Buenos Aires
48,1943,Megalopole,4,Tempéré,Tokyo
19,930,Aventure,8,Tempéré,Barcelone
44,1393,Culture,6,Chaud,Buenos Aires
42,3687,Plage,4,Chaud,Amazonie
26,2225,Culture,3,Chaud,Santorin
45,3311,Megalopole,7,Froid,Tokyo
43,3284,Nature,5,Froid,Machu Picchu
37,3483,Ile,6,Tempéré,Santorin
49,2087,Nature,13,Froid,Vancouver
28,1887,Plage,12,Tempéré,Cancun
58,3597,Nature,3,Froid,New York
18,1007,Historique,3,Froid,Vancouver
49,1094,Plage,11,Chaud,Barcelone
27,1273,Ile,5,Tempéré,Marrakech
47,4936,Plage,6,Froid,Machu Picchu
30,1077,Nature,8,Tempéré,Bangkok
37,2070,Aventure,33,Froid,Machu Picchu
50,4540,Aventure,6,Froid,Queenstown
43,2428,Ile,6,Tempéré,Bora Bora
32,1297,Nature,7,Froid,Amazonie
47,2661,Aventure,8,Chaud,Zanzibar
26,891,Culture,7,Froid,Marrakech
20,788,Historique,4,Chaud,Santorin
36,2783,Aventure,9,Froid,Cancun
57,3997,Culture,16,Chaud,Paris
29,3358,Nature,8,Tempéré,Marrakech
48,1418,Historique,3,Froid,Prague
25,2086,Ile,8,Chaud,Los Angeles
23,2059,Plage,7,Chaud,Le Cap
37,2812,Megalopole,6,Froid,Machu Picchu
20,1258,Culture,8,Tempéré,Paris
47,1591,Historique,5,Chaud,Le Cap
41,2507,Ile,6,Froid,Rio de Janeiro
47,905,Historique,6,Chaud,Machu Picchu
47,2818,Megalopole,7,Tempéré,Dubai
57,500,Culture,9,Chaud,Santorin
20,1316,Ile,5,Tempéré,Zanzibar
46,3329,Aventure,3,Chaud,Barcelone
29,500,Aventure,17,Froid,Amsterdam
30,2460,Ile,5,Tempéré,Barcelone
42,2307,Megalopole,15,Froid,Patagonie
30,2551,Ile,11,Chaud,Bora Bora
56,6300,Plage,4,Chaud,Cancun
39,2891,Nature,28,Chaud,Bangkok
23,2446,Ile,8,Tempéré,Santorin
20,1026,Culture,9,Froid,Queenstown
36,1405,Culture,3,Froid,Londres
35,1652,Nature,14,Chaud,Dubai
56,5174,Megalopole,12,Chaud,Rio de Janeiro
57,3044,Nature,13,Chaud,Le Caire
51,825,Nature,9,Chaud,Los Angeles
32,1889,Historique,5,Tempéré,Prague
21,1971,Ile,8,Tempéré,Los Angeles
22,545,Nature,5,Froid,Vancouver
42,3357,Culture,5,Chaud,Rome
20,1674,Ile,14,Froid,Zanzibar
41,2835,Ile,9,Tempéré,Amsterdam
20,1818,Aventure,13,Chaud,Santorin
30,594,Ile,11,Tempéré,Bora Bora
43,4150,Historique,4,Chaud,Vancouver
24,2104,Aventure,3,Chaud,Sydney
27,1958,Megalopole,8,Froid,Marrakech
49,2734,Megalopole,5,Froid,Tokyo
42,2210,Ile,6,Chaud,Queenstown
38,2944,Plage,4,Froid,Machu Picchu
32,2169,Nature,10,Froid,Le Cap
47,2632,Aventure,7,Tempéré,Bali
37,2889,Nature,7,Chaud,Machu Picchu
49,3198,Historique,8,Chaud,Rome
28,911,Historique,15,Tempéré,Le Caire
30,1912,Ile,6,Froid,Amsterdam
23,1215,Nature,5,Chaud,Vancouver
46,2571,Historique,9,Tempéré,Bali
44,3481,Megalopole,3,Chaud,Bora Bora
43,1201,Ile,17,Chaud,Bali
31,2345,Plage,5,Froid,Barcelone
60,2546,Culture,10,Froid,Patagonie
37,2776,Nature,7,Chaud,Rome
28,2768,Ile,4,Chaud,Bora Bora
18,1999,Aventure,17,Chaud,Sydney
44,2401,Culture,6,Chaud,Marrakech
22,1416,Nature,12,Froid,Vancouver
46,1971,Ile,3,Tempéré,Paris
51,4612,Megalopole,4,Tempéré,Bangkok
43,1975,Culture,27,Chaud,Bangkok
56,3467,Ile,4,Tempéré,Buenos Aires
37,1796,Historique,3,Froid,Sydney
40,2533,Nature,11,Tempéré,Amazonie
45,2266,Ile,15,Froid,Bora Bora
39,3433,Historique,9,Tempéré,Cancun
44,1143,Plage,4,Froid,Prague
59,2615,Plage,5,Chaud,Rio de Janeiro
20,1580,Plage,3,Tempéré,Amsterdam
27,1074,Culture,16,Tempéré,Londres
40,3533,Ile,8,Tempéré,Le Caire
40,1987,Culture,9,Chaud,Santorin
36,3152,Megalopole,4,Froid,Dubai
63,4361,Historique,5,Chaud,Kyoto
49,3469,Plage,6,Chaud,Marrakech
21,2209,Historique,5,Froid,Machu Picchu
49,862,Megalopole,6,Tempéré,Sydney
18,1051,Megalopole,9,Froid,Bangkok
20,2064,Megalopole,7,Froid,Los Angeles
25,2355,Culture,5,Chaud,Santorin
49,1739,Historique,12,Chaud,Rome
32,2245,Culture,8,Froid,Marrakech
24,1439,Historique,20,Chaud,Amazonie
40,2244,Culture,11,Tempéré,Paris
22,1803,Historique,3,Tempéré,Patagonie
37,3043,Aventure,12,Chaud,Rome
29,814,Aventure,14,Tempéré,Kyoto
30,1216,Plage,4,Froid,Londres
38,2651,Historique,10,Chaud,Le Caire
24,1555,Aventure,3,Froid,Patagonie
43,2577,Plage,8,Froid,Londres
49,3253,Culture,8,Chaud,Vancouver
43,722,Aventure,5,Tempéré,Queenstown
40,2203,Megalopole,21,Tempéré,Santorin
44,2762,Ile,10,Froid,Zanzibar
37,1767,Megalopole,7,Tempéré,Los Angeles
28,2119,Megalopole,3,Froid,Dubai
44,3085,Megalopole,6,Froid,Londres
23,1420,Historique,10,Chaud,Zanzibar
44,1867,Nature,9,Froid,Cancun
25,2023,Ile,5,Froid,Marrakech
42,770,Aventure,10,Froid,Le Cap
49,664,Historique,6,Tempéré,Kyoto
42,3110,Nature,6,Tempéré,Tokyo
47,1546,Culture,7,Froid,Amsterdam
27,987,Aventure,7,Tempéré,Machu Picchu
28,770,Ile,7,Chaud,Santorin
29,1952,Aventure,10,Chaud,Iles Galapagos
37,3761,Plage,8,Tempéré,Barcelone
30,1886,Ile,3,Froid,Prague
56,2504,Megalopole,11,Froid,Machu Picchu
24,1618,Historique,3,Tempéré,Tokyo
52,4235,Aventure,9,Froid,Vancouver
53,6472,Ile,13,Froid,Bora Bora
18,825,Culture,3,Froid,Iles Galapagos
44,3777,Nature,12,Tempéré,Amazonie
39,1754,Culture,4,Chaud,Buenos Aires
37,3204,Nature,5,Tempéré,Le Cap
46,2575,Historique,17,Froid,Prague
43,1684,Historique,6,Froid,Machu Picchu
35,1942,Ile,7,Froid,Barcelone
29,1542,Culture,5,Chaud,Bora Bora
29,2132,Aventure,4,Tempéré,Patagonie
36,500,Culture,6,Tempéré,Amsterdam
38,1334,Aventure,10,Froid,Queenstown
29,984,Culture,5,Tempéré,Le Caire
38,2203,Megalopole,13,Tempéré,Bangkok
49,5233,Plage,3,Tempéré,Cancun
36,4183,Historique,4,Tempéré,Amsterdam
21,1852,Megalopole,7,Chaud,Dubai
48,3374,Aventure,4,Chaud,Cancun
39,1590,Megalopole,6,Froid,Bangkok
34,2704,Aventure,6,Chaud,Cancun
52,2077,Ile,7,Tempéré,Sydney
52,3137,Ile,8,Tempéré,Bora Bora
61,698,Nature,5,Chaud,Le Cap
50,2335,Plage,9,Tempéré,Zanzibar
35,3686,Nature,8,Tempéré,New York
59,4530,Plage,17,Tempéré,Marrakech
47,2234,Megalopole,9,Chaud,Zanzibar
45,3583,Plage,7,Tempéré,Buenos Aires
18,1547,Culture,13,Chaud,Barcelone
23,705,Nature,13,Tempéré,Le Cap
37,3569,Aventure,9,Froid,Patagonie
46,2096,Ile,4,Tempéré,Bora Bora
26,1496,Plage,9,Froid,Le Caire
52,3912,Historique,9,Chaud,Machu Picchu
22,1165,Historique,11,Froid,Prague
36,2695,Plage,5,Chaud,Bangkok
51,3997,Ile,10,Chaud,Iles Galapagos
41,1475,Culture,7,Tempéré,Londres
66,4309,Megalopole,3,Chaud,Los Angeles
28,1029,Megalopole,6,Froid,Los Angeles
49,2423,Ile,9,Tempéré,Bora Bora
29,1959,Ile,13,Tempéré,Bali
46,2910,Megalopole,5,Tempéré,New York
34,1682,Culture,11,Tempéré,Zanzibar
50,2417,Aventure,19,Froid,Le Cap
41,2019,Historique,3,Froid,Sydney
55,3170,Megalopole,6,Froid,Queenstown
44,2435,Plage,6,Chaud,Dubai
43,1537,Plage,10,Tempéré,Buenos Aires
31,2456,Culture,9,Froid,Prague
36,3432,Ile,15,Froid,Le Cap
18,1665,Plage,11,Chaud,Amazonie
39,2936,Plage,10,Froid,Machu Picchu
39,2861,Culture,8,Froid,Marrakech
64,5867,Aventure,6,Froid,Queenstown
39,1796,Historique,5,Chaud,Machu Picchu
39,2737,Nature,3,Froid,Amsterdam
27,1829,Aventure,13,Froid,Amsterdam
19,500,Megalopole,6,Froid,Patagonie
33,1395,Plage,3,Chaud,Barcelone
45,1731,Nature,6,Froid,Prague
37,1703,Plage,4,Tempéré,Marrakech
34,3190,Plage,4,Tempéré,Los Angeles
60,4537,Ile,10,Chaud,Zanzibar
44,500,Plage,16,Chaud,Dubai
42,1721,Aventure,4,Froid,Patagonie
47,4346,Megalopole,4,Froid,Sydney
25,1843,Megalopole,7,Tempéré,Los Angeles
58,4528,Culture,9,Froid,Marrakech
44,4094,Ile,3,Tempéré,Kyoto
51,2827,Historique,7,Tempéré,Iles Galapagos
18,1008,Historique,8,Froid,Londres
31,2590,Historique,6,Tempéré,Sydney
36,1417,Culture,4,Chaud,Bora Bora
37,3237,Culture,16,Tempéré,Amsterdam
22,2541,Nature,9,Tempéré,Amazonie
18,899,Megalopole,4,Froid,Sydney
29,1520,Nature,5,Chaud,Vancouver
51,1936,Megalopole,11,Tempéré,Dubai
49,2709,Culture,5,Tempéré,Machu Picchu
50,3336,Historique,3,Tempéré,Tokyo
30,2471,Aventure,7,Tempéré,Kyoto
18,1014,Megalopole,5,Tempéré,Tokyo
38,1106,Plage,6,Chaud,Bangkok
20,1534,Ile,4,Tempéré,Buenos Aires
24,798,Ile,10,Froid,Bora Bora
24,2272,Aventure,6,Tempéré,Buenos Aires
44,2401,Culture,3,Froid,Vancouver
53,3692,Aventure,3,Froid,Prague
32,3175,Historique,7,Chaud,Cancun
41,3973,Plage,14,Tempéré,Bangkok
35,1800,Aventure,11,Tempéré,Patagonie
56,2364,Historique,6,Tempéré,Patagonie
32,2096,Culture,4,Tempéré,Amsterdam
40,965,Nature,3,Chaud,Le Cap
21,879,Culture,4,Tempéré,Buenos Aires
34,1302,Historique,17,Tempéré,Le Caire
50,1987,Culture,15,Froid,Amsterdam
45,3523,Plage,12,Froid,Machu Picchu
51,2231,Aventure,6,Chaud,Rio de Janeiro
43,4145,Ile,15,Froid,Patagonie
32,2080,Aventure,12,Tempéré,Queenstown
39,2221,Aventure,3,Froid,Patagonie
18,1365,Ile,3,Froid,Patagonie
35,2556,Historique,11,Tempéré,Tokyo
45,3266,Plage,8,Chaud,Zanzibar
46,5203,Culture,19,Tempéré,Santorin
36,1751,Aventure,10,Chaud,Amazonie
47,4616,Megalopole,6,Froid,Amsterdam
54,4422,Megalopole,20,Tempéré,New York
39,2493,Megalopole,22,Chaud,Cancun
25,971,Ile,6,Chaud,Bali
63,4774,Aventure,21,Froid,Londres
43,3731,Culture,4,Chaud,Londres
30,2206,Megalopole,16,Tempéré,Los Angeles
37,2780,Aventure,8,Froid,Bali
64,4839,Culture,22,Chaud,Amazonie
35,2002,Megalopole,4,Froid,Queenstown
27,3047,Plage,4,Chaud,Bali
25,1812,Ile,8,Chaud,Zanzibar
24,2504,Culture,6,Chaud,Los Angeles
27,1783,Nature,7,Tempéré,Los Angeles
34,2993,Historique,6,Chaud,Santorin
32,3108,Culture,3,Froid,Kyoto
32,1809,Aventure,3,Chaud,Patagonie
47,1562,Historique,6,Froid,Machu Picchu
35,1328,Culture,3,Tempéré,New York
26,1273,Ile,10,Tempéré,Bangkok
18,500,Plage,11,Froid,Londres
55,4616,Aventure,6,Froid,Bora Bora
40,2338,Aventure,7,Froid,Cancun
60,2508,Ile,9,Chaud,Amazonie
56,3951,Plage,19,Chaud,Barcelone
52,2033,Megalopole,8,Chaud,Iles Galapagos
36,3114,Aventure,7,Froid,Queenstown
30,3131,Historique,3,Froid,Prague
42,2191,Historique,12,Froid,Santorin
40,2635,Megalopole,3,Froid,Los Angeles
22,2064,Aventure,6,Chaud,Queenstown
18,1928,Nature,7,Chaud,Iles Galapagos
28,2127,Plage,4,Chaud,Bangkok
30,2176,Historique,7,Froid,Machu Picchu
68,5216,Nature,4,Chaud,Amazonie
36,1167,Plage,8,Froid,Vancouver
37,3437,Plage,11,Tempéré,Tokyo
60,6068,Ile,6,Froid,Bali
46,1141,Nature,9,Tempéré,Le Cap
22,1411,Plage,5,Froid,Machu Picchu
47,1598,Nature,8,Tempéré,Rome
50,4067,Culture,8,Froid,Kyoto
32,1972,Aventure,9,Chaud,Dubai
41,2716,Historique,10,Froid,Rome
41,3293,Historique,10,Tempéré,Los Angeles
63,4592,Aventure,5,Tempéré,Los Angeles
59,3647,Ile,12,Chaud,Marrakech
30,500,Historique,3,Froid,Machu Picchu
22,2238,Megalopole,9,Froid,Barcelone
26,1825,Culture,10,Froid,Buenos Aires
58,1444,Megalopole,3,Froid,Queenstown
60,3376,Megalopole,7,Froid,Bali
48,4245,Megalopole,6,Froid,Sydney
24,2205,Culture,10,Tempéré,Paris
51,3334,Ile,14,Froid,Vancouver
53,4763,Aventure,11,Froid,Santorin
50,3776,Ile,7,Froid,Queenstown
42,2270,Culture,14,Chaud,Rio de Janeiro
38,2435,Ile,10,Chaud,Zanzibar
37,2466,Megalopole,3,Froid,Bangkok
29,1321,Megalopole,9,Froid,Tokyo
32,2146,Culture,5,Tempéré,Amsterdam
35,3093,Historique,12,Chaud,Bali
29,500,Megalopole,11,Tempéré,Bangkok
51,2114,Megalopole,5,Chaud,Le Cap
18,1315,Culture,3,Chaud,Marrakech
29,1308,Nature,5,Froid,Le Cap
60,1908,Aventure,5,Froid,Cancun
31,2629,Nature,3,Froid,Dubai
52,3917,Nature,5,Tempéré,Vancouver
27,2108,Historique,3,Tempéré,New York
33,1745,Culture,10,Tempéré,Buenos Aires
32,1355,Nature,4,Chaud,Amazonie
58,3738,Megalopole,6,Chaud,Queenstown
23,1765,Plage,3,Chaud,Rome
22,619,Ile,6,Chaud,Zanzibar
41,2519,Nature,5,Chaud,Le Cap
23,2179,Historique,13,Froid,Rome
47,4041,Megalopole,8,Chaud,Los Angeles
43,3394,Culture,7,Froid,Londres
48,1990,Historique,3,Chaud,Machu Picchu
18,807,Ile,11,Froid,Santorin
48,3850,Megalopole,3,Froid,Amsterdam
23,1414,Megalopole,9,Froid,Marrakech
44,3375,Plage,8,Tempéré,Barcelone
40,4006,Aventure,5,Tempéré,Cancun
34,1716,Culture,3,Froid,Amsterdam
50,4073,Aventure,5,Tempéré,Rome
44,1468,Megalopole,5,Froid,Bangkok
47,4338,Ile,13,Tempéré,Tokyo
51,3380,Historique,3,Tempéré,Tokyo
26,1515,Ile,3,Froid,Prague
40,1943,Plage,14,Chaud,Santorin
43,2164,Plage,8,Tempéré,Barcelone
36,2360,Plage,7,Froid,Bali
23,1719,Ile,6,Tempéré,Queenstown
46,2002,Megalopole,7,Chaud,Santorin
48,3059,Ile,5,Froid,Bora Bora
46,3295,Aventure,11,Froid,Patagonie
30,1883,Aventure,7,Tempéré,Paris
43,1910,Culture,4,Froid,Bora Bora
18,1583,Megalopole,13,Tempéré,Prague
55,3960,Ile,9,Froid,Amsterdam
25,2153,Aventure,3,Chaud,Santorin
20,1886,Historique,3,Froid,Machu Picchu
49,2753,Ile,7,Froid,Buenos Aires
29,2073,Megalopole,11,Froid,Vancouver
32,2264,Megalopole,11,Tempéré,Buenos Aires
30,2617,Culture,6,Tempéré,Rome
73,3005,Aventure,9,Tempéré,Bangkok
39,1679,Plage,5,Froid,Vancouver
36,1536,Historique,9,Tempéré,Machu Picchu
29,2699,Megalopole,9,Chaud,Bangkok
39,3267,Aventure,3,Froid,Paris
37,2721,Plage,8,Chaud,Rio de Janeiro
28,2932,Historique,4,Tempéré,Vancouver
45,3424,Nature,5,Chaud,Iles Galapagos
36,4691,Megalopole,11,Chaud,Dubai
18,2123,Plage,14,Chaud,Santorin
47,2374,Historique,11,Froid,Kyoto
45,4024,Plage,4,Tempéré,New York
46,3173,Aventure,4,Froid,Barcelone
48,1019,Megalopole,4,Froid,Barcelone
31,1893,Aventure,10,Froid,Patagonie
20,1856,Culture,13,Froid,Marrakech
32,1367,Aventure,9,Chaud,Bali
31,707,Historique,10,Chaud,Prague
46,3861,Culture,7,Froid,Machu Picchu
18,1509,Plage,10,Froid,Bangkok
33,1383,Plage,8,Tempéré,Le Caire
31,2236,Ile,8,Tempéré,Cancun
18,500,Culture,4,Chaud,Marrakech
30,1187,Megalopole,8,Tempéré,Dubai
52,5799,Plage,3,Tempéré,Rio de Janeiro
37,3669,Historique,8,Froid,Rome
19,500,Ile,12,Chaud,Bali
55,2502,Plage,5,Froid,Barcelone
24,1574,Historique,8,Tempéré,Kyoto
37,3474,Aventure,4,Tempéré,Patagonie
41,2703,Culture,13,Tempéré,Tokyo
33,1264,Culture,9,Chaud,Le Cap
18,593,Megalopole,7,Froid,Sydney
18,1292,Nature,10,Tempéré,Iles Galapagos
39,500,Megalopole,6,Chaud,New York
35,3449,Plage,18,Froid,Paris
32,2416,Aventure,9,Froid,Machu Picchu
18,1267,Aventure,5,Tempéré,Amazonie
26,2751,Culture,8,Tempéré,Buenos Aires
18,1040,Culture,5,Froid,Prague
34,2609,Historique,12,Chaud,Le Cap
48,2349,Plage,3,Tempéré,Prague
57,3252,Culture,18,Froid,Machu Picchu
50,584,Nature,6,Froid,Queenstown
20,1484,Historique,12,Tempéré,Bali
32,2115,Plage,3,Chaud,Londres
57,5289,Aventure,3,Tempéré,Patagonie
47,5350,Ile,5,Tempéré,Bali
32,2109,Nature,23,Froid,Amazonie
29,2365,Plage,13,Tempéré,Kyoto
46,500,Plage,10,Froid,Cancun
18,1121,Nature,10,Tempéré,Paris
23,1654,Ile,15,Froid,Bali
23,518,Aventure,4,Chaud,Bali
33,2304,Ile,8,Chaud,Le Caire
32,1086,Nature,7,Tempéré,Le Cap
31,1188,Culture,6,Tempéré,Buenos Aires
41,2310,Aventure,14,Froid,Le Cap
39,1771,Plage,8,Chaud,Le Caire
28,2136,Aventure,10,Froid,Iles Galapagos
30,500,Historique,7,Tempéré,New York
25,1059,Aventure,18,Froid,Londres
18,500,Culture,5,Tempéré,Marrakech
46,1924,Megalopole,5,Chaud,Dubai
23,957,Culture,3,Tempéré,Londres
48,1831,Nature,8,Chaud,Queenstown
59,4874,Aventure,4,Froid,Amsterdam
46,3411,Aventure,4,Chaud,Patagonie
18,1561,Plage,7,Froid,Prague
19,1749,Ile,14,Tempéré,Paris
18,1995,Plage,12,Froid,Barcelone
35,761,Nature,10,Tempéré,Le Cap
34,2929,Megalopole,7,Tempéré,Paris
43,3992,Plage,7,Froid,Barcelone
45,1430,Culture,7,Tempéré,New York
44,3334,Historique,9,Tempéré,Marrakech
28,2371,Aventure,6,Tempéré,Patagonie
43,3376,Culture,8,Froid,Prague
24,1316,Plage,9,Froid,Cancun
34,3608,Plage,4,Froid,Prague
63,4202,Plage,8,Tempéré,Rio de Janeiro
28,1533,Aventure,5,Tempéré,Patagonie
22,500,Plage,18,Tempéré,Paris
39,4483,Aventure,4,Chaud,Queenstown
51,3637,Plage,4,Chaud,Rio de Janeiro
51,5861,Culture,5,Chaud,Amazonie
23,1793,Megalopole,8,Tempéré,Paris
33,500,Plage,8,Chaud,Zanzibar
38,759,Megalopole,8,Chaud,Sydney
57,4060,Historique,3,Chaud,Iles Galapagos
35,4050,Plage,5,Tempéré,Barcelone
46,4223,Nature,9,Chaud,Bali
44,2592,Ile,10,Chaud,Amazonie
22,1092,Culture,10,Tempéré,Paris
37,1099,Nature,7,Tempéré,Buenos Aires
48,1661,Ile,5,Tempéré,Los Angeles
31,2678,Aventure,12,Chaud,Marrakech
30,500,Culture,12,Tempéré,Barcelone
44,3221,Plage,5,Froid,Cancun
21,1598,Culture,3,Chaud,Marrakech
46,3610,Ile,10,Chaud,Bora Bora
40,2109,Historique,3,Froid,Machu Picchu
63,2004,Historique,3,Chaud,Le Caire
33,2138,Ile,7,Froid,Zanzibar
49,3677,Aventure,3,Froid,Londres
27,3253,Nature,4,Tempéré,Le Cap
34,872,Plage,7,Chaud,Bangkok
45,500,Culture,4,Tempéré,Buenos Aires
48,3011,Nature,9,Froid,Bangkok
59,1687,Aventure,7,Tempéré,Patagonie
58,3185,Aventure,17,Chaud,Iles Galapagos
37,2310,Culture,5,Froid,Amsterdam
20,2343,Historique,20,Froid,Los Angeles
43,3968,Historique,4,Chaud,Machu Picchu
49,3655,Megalopole,17,Froid,Bali
30,1643,Ile,7,Chaud,Iles Galapagos
56,3340,Megalopole,8,Tempéré,Sydney
32,2401,Megalopole,9,Tempéré,Bangkok
36,1370,Culture,7,Froid,Buenos Aires
34,1791,Historique,6,Froid,Machu Picchu
18,1799,Plage,6,Chaud,Cancun
35,1448,Ile,12,Chaud,Rome
54,2888,Culture,6,Froid,Londres
39,2232,Megalopole,9,Froid,Los Angeles
29,2632,Plage,5,Tempéré,Barcelone
53,4922,Plage,7,Tempéré,Amsterdam
38,2682,Aventure,4,Froid,Queenstown
26,1030,Historique,4,Froid,Machu Picchu
25,500,Historique,5,Tempéré,Zanzibar
44,2916,Plage,5,Froid,Londres
19,1333,Nature,4,Froid,Amsterdam
28,2761,Megalopole,12,Tempéré,Bangkok
34,3645,Plage,10,Chaud,Sydney
29,2230,Culture,5,Tempéré,Barcelone
26,783,Historique,9,Chaud,Machu Picchu
25,1799,Ile,4,Chaud,Zanzibar
30,1263,Megalopole,5,Tempéré,Los Angeles
23,1170,Nature,4,Tempéré,Paris
40,4193,Culture,11,Froid,Paris
58,5953,Aventure,16,Tempéré,Amsterdam
24,619,Plage,5,Froid,Rio de Janeiro
30,2511,Nature,24,Froid,Amazonie
43,1338,Nature,6,Chaud,Amazonie
46,3592,Aventure,6,Froid,Patagonie
31,1802,Nature,6,Tempéré,Marrakech
62,3252,Plage,45,Chaud,Rio de Janeiro
47,2606,Aventure,3,Froid,Kyoto
29,873,Aventure,6,Chaud,Bali
50,2203,Historique,5,Froid,Kyoto
26,2467,Megalopole,15,Tempéré,Le Cap
50,4969,Aventure,5,Tempéré,Queenstown
22,1029,Culture,9,Chaud,Marrakech
36,1812,Plage,8,Tempéré,Bali
38,2518,Nature,11,Tempéré,Barcelone
31,1179,Plage,6,Tempéré,Cancun
31,2054,Nature,14,Froid,Vancouver
23,3255,Ile,9,Chaud,Rio de Janeiro
27,1619,Aventure,5,Froid,Queenstown
36,2134,Megalopole,4,Froid,Bangkok
34,500,Aventure,8,Tempéré,Buenos Aires
41,3255,Culture,9,Froid,Rio de Janeiro
28,2990,Historique,13,Froid,Rome
26,2090,Nature,15,Froid,Vancouver
44,2617,Culture,7,Froid,Amsterdam
36,2993,Aventure,13,Chaud,Paris
54,6261,Historique,16,Tempéré,Le Caire
55,5203,Ile,4,Froid,Barcelone
18,1353,Aventure,7,Chaud,Santorin
46,2478,Aventure,11,Froid,Queenstown
34,2071,Historique,5,Chaud,Los Angeles
61,3798,Ile,8,Chaud,Prague
51,5116,Megalopole,5,Froid,New York
48,3805,Ile,8,Tempéré,Barcelone
50,3537,Aventure,10,Froid,Le Caire
51,1163,Nature,4,Chaud,Vancouver
53,2234,Ile,18,Chaud,Cancun
42,2499,Ile,6,Chaud,Amazonie
23,1789,Plage,8,Tempéré,Le Cap
39,3158,Nature,7,Froid,Machu Picchu
30,1699,Aventure,7,Chaud,Paris
44,3190,Plage,15,Chaud,Paris
57,2594,Ile,9,Froid,Le Cap
40,1774,Ile,5,Chaud,Iles Galapagos
40,2133,Nature,5,Chaud,Rome
34,3166,Plage,4,Froid,Santorin
31,1046,Ile,10,Froid,Kyoto
28,2535,Nature,19,Froid,Prague
31,3155,Aventure,12,Chaud,Amazonie
35,1401,Historique,4,Tempéré,Santorin
37,712,Nature,3,Chaud,Iles Galapagos
33,1035,Nature,8,Froid,Le Cap
32,500,Aventure,9,Chaud,Dubai
18,974,Ile,3,Tempéré,Bali
37,2729,Aventure,6,Chaud,Amazonie
46,3505,Ile,6,Tempéré,Cancun
38,2832,Ile,10,Froid,Le Caire
57,2278,Culture,7,Tempéré,Buenos Aires
21,1248,Plage,18,Chaud,Prague
54,500,Historique,4,Chaud,Rio de Janeiro
39,1850,Megalopole,8,Chaud,Queenstown
43,2742,Megalopole,10,Tempéré,Tokyo
19,1130,Ile,3,Chaud,Bangkok
37,3518,Ile,20,Tempéré,Bali
44,2568,Culture,3,Froid,Buenos Aires
50,4181,Megalopole,10,Tempéré,Sydney
42,811,Historique,4,Tempéré,Prague
26,1750,Aventure,20,Tempéré,Paris
44,2541,Culture,3,Froid,Marrakech
50,3293,Megalopole,7,Tempéré,New York
46,4669,Megalopole,8,Tempéré,Bangkok
34,2584,Megalopole,3,Chaud,Cancun
39,2144,Aventure,8,Tempéré,New York
35,748,Megalopole,8,Chaud,Dubai
31,2360,Megalopole,7,Tempéré,Bangkok
30,2538,Ile,3,Tempéré,Bali
51,1757,Plage,4,Chaud,Le Caire
40,3952,Nature,9,Tempéré,Buenos Aires
40,500,Aventure,13,Froid,Queenstown
23,1217,Ile,17,Froid,Prague
44,3441,Aventure,6,Froid,Londres
27,2773,Historique,14,Froid,Patagonie
18,2242,Ile,11,Froid,Paris
48,3979,Nature,7,Chaud,Amazonie
28,2149,Aventure,4,Froid,Bali
48,2365,Ile,4,Chaud,Zanzibar
38,2300,Culture,8,Chaud,Bora Bora
41,2314,Nature,5,Chaud,Los Angeles
23,1107,Megalopole,7,Tempéré,Dubai
25,1292,Ile,10,Chaud,Kyoto
45,3626,Culture,7,Chaud,Barcelone
57,3670,Aventure,3,Froid,Machu Picchu
31,1409,Culture,7,Froid,Amsterdam
37,2151,Ile,9,Tempéré,Le Caire
34,1686,Plage,11,Chaud,Patagonie
45,3407,Ile,4,Froid,Dubai
29,1624,Historique,10,Froid,Bora Bora
43,1125,Aventure,6,Chaud,Amazonie
29,1336,Nature,6,Tempéré,Amazonie
18,500,Nature,6,Froid,Le Cap
18,793,Aventure,7,Tempéré,Patagonie
50,3630,Megalopole,11,Tempéré,Tokyo
42,4884,Plage,6,Chaud,Iles Galapagos
49,1542,Historique,3,Froid,Londres
30,2516,Historique,10,Tempéré,Barcelone
24,2646,Megalopole,29,Tempéré,Buenos Aires
68,3914,Nature,4,Tempéré,Iles Galapagos
57,4172,Nature,8,Tempéré,Rio de Janeiro
30,1661,Megalopole,12,Froid,New York
43,2551,Megalopole,14,Tempéré,Sydney
45,2949,Historique,8,Chaud,Rome
52,4762,Historique,5,Chaud,Bora Bora
23,985,Ile,10,Chaud,Bali
31,2099,Megalopole,3,Chaud,Sydney
43,1631,Ile,4,Froid,Bora Bora
39,500,Megalopole,8,Tempéré,Dubai
48,2554,Aventure,4,Tempéré,Vancouver
59,2731,Plage,3,Tempéré,New York
38,796,Culture,3,Tempéré,Rome
31,2136,Megalopole,14,Froid,Bangkok
33,2754,Aventure,4,Chaud,Paris
52,2986,Culture,10,Chaud,Cancun
30,3116,Historique,7,Tempéré,Kyoto
34,1644,Megalopole,3,Chaud,Patagonie
36,1940,Culture,13,Tempéré,Buenos Aires
18,1036,Plage,13,Tempéré,Buenos Aires
20,970,Culture,5,Chaud,Buenos Aires
35,1869,Culture,15,Chaud,Buenos Aires
